Name,Identifier,Sub_Identifier,Prosopographical_Reference,Prosopographical_Reference_id,Work,Edition,Edition_id,Passage,Book,Casaubon_Reference,Kaibel_Reference,Is_Range,Note_Reference
"Scirpalus (also Eupalamus?)","son of Theon",,,,,,,,4,4.176d,4.78,,
Scopas,"tyrant of Crannon",,,,,,,,10,10.438c,10.51,,
"Scylax of Caryanda",geographer,,,,,,,,2,2.70b,2.82,,
Scylla,"Homeric monster",,,,,,,,1,1.13b,1.22,,
Scylla,"Homeric monster",,,,,,,,13,13.558a,13.6,,
Scylla,"Homeric monster",,,,,,,,13,13.558c,13.6,,
Scylla,"Homeric monster",,,,,,,,7,7.296e,7.47@7.48,,
Scylla,"Homeric monster",,,,,,,,7,7.297b,7.48,,
Scylla,"Homeric monster",,,,,,,,7,7.305d,7.71@7.72,,
Scylla,"Homeric monster",,,,,,,,8,8.341a,8.25@8.26,,
"Scymnus of Tarentum","magician and musician",,Berve,"i #713",,,,,1,1.20a,1.35,,
"Scymnus of Tarentum","magician and musician",,Berve,"i #713",,,,,12,12.538e,12.54,,
"Scymnus of Tarentum","magician and musician",,Stephanis,#2285,,,,,1,1.20a,1.35,,
"Scymnus of Tarentum","magician and musician",,Stephanis,#2285,,,,,12,12.538e,12.54,,
"Scythinus of Teos",historian,,,,,FGrH,13,"F 1",11,11.461f,11.5,"range start",
"Scythinus of Teos",historian,,,,,FGrH,13,"F 1",11,11.462a,11.5@11.6,"range end",
Seasons,personified,,,,,,,,14,14.656a,14.72,,
Seasons,personified,,,,,,,,15,15.682e,15.30,,
Seasons,personified,,,,,,,,2,2.36d,2.3@2.4,,
Seasons,personified,,,,,,,,2,2.38c,2.6@2.7,,
Seasons,personified,,,,,,,,2,2.60a,2.55,,
Seasons,personified,,,,,,,,3,3.112b,3.77,,
Seasons,personified,,,,,,,,5,5.198b,5.27,,
Secundus,"wine-steward of Nicomedes II",,,,,,,,13,13.606b,13.84@13.85,"range start",
Secundus,"wine-steward of Nicomedes II",,,,,,,,13,13.606c,13.85,"range end",
"Seleucus I Nicator","king of Syria",,,,,,,,1,1.18d,1.32,"range start",
"Seleucus I Nicator","king of Syria",,,,,,,,1,1.18e,1.32@1.33,"range end",
"Seleucus I Nicator","king of Syria",,,,,,,,13,13.590a,13.56@13.57,,
"Seleucus I Nicator","king of Syria",,,,,,,,13,13.590b,13.57,,
"Seleucus I Nicator","king of Syria",,,,,,,,6,6.244f,6.45,,
"Seleucus I Nicator","king of Syria",,,,,,,,6,6.254f,6.65@6.66,,
"Seleucus I Nicator","king of Syria",,,,,,,,6,6.261b,6.77@6.78,,
"Seleucus I Nicator","king of Syria",,,,,,,,9,9.405f,9.70,,
"Seleucus I or II","king of Syria (unclear which)","See also Demetrius II",,,,,,,10,10.432b,10.39@10.40,"range start",
"Seleucus I or II","king of Syria (unclear which)","See also Demetrius II",,,,,,,10,10.432c,10.40,"range end",
"Seleucus I or II","king of Syria (unclear which)","See also Demetrius II",,,,,,,11,11.497f,11.98,,
"Seleucus I or II","king of Syria (unclear which)","See also Demetrius II",,,,,,,11,11.783f,11.26,,
"Seleucus I or II","king of Syria (unclear which)","See also Demetrius II",,,,,,,4,4.156d,4.44@4.45,,
"Seleucus II Callinicus","king of Syria",,,,,,,,13,13.578a,13.40,,"with note"
"Seleucus II Callinicus","king of Syria",,,,,,,,13,13.593d,13.64,"range start",
"Seleucus II Callinicus","king of Syria",,,,,,,,13,13.593e,13.64@13.65,"range end",
"Seleucus of Cyme","author of amusing songs",,Stephanis,#2248,,"Powell ed.",,"p 176",15,15.697d,15.53,"range start",
"Seleucus of Cyme","author of amusing songs",,Stephanis,#2248,,"Powell ed.",,"p 176",15,15.697e,15.53@15.54,"range end",
"Seleucus of Tarsus","author of treatise on fishing",,,,,,,,1,1.13c,1.22,,
"Seleucus of Tarsus","author of treatise on fishing",,,,,,,,7,7.320a,7.113,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.188f,5.14,"range start",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.189a,5.14,range,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.189b,5.14@5.15,range,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.189c,5.15,range,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.189d,5.15,range,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.189e,5.15,range,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.189f,5.15,range,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 22",5,5.190a,5.15@5.16,"range end",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 26",1,1.24b,1.43@1.44,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 36",6,6.267c,6.93,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 40",3,3.114d,3.81,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 42",2,2.50a,2.33,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 44",14,14.645d,14.53,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 45",3,3.76f,3.11,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 46",15,15.699e,15.57,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 47",11,11.500b,11.101,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 48",11,11.467e,11.32,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 50",3,3.114b,3.80@3.81,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 52",15,15.678a,15.22,"range start",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 52",15,15.678b,15.22,"range end",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 53",14,14.645d,14.53,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 54",15,15.678c,15.22,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 56",14,14.658d,14.76,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 59",11,11.487a,11.73,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 61",2,2.52c,2.39,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 63",3,3.77c,3.11@3.12,"range start",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 63",3,3.77d,3.12,"range end",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 65",4,4.172d,4.72,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 69",9,9.367a,9.2,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 70",9,9.398a,9.57,"range start",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 70",9,9.398b,9.57@9.58,"range end",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 78",2,2.40c,2.11,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 79",10,10.430c,10.35,,
Seleucus,grammarian,,,,,"Müller ed.",,"fr 80",4,4.155d,4.42,"range start",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 80",4,4.155e,4.42,"range end",
Seleucus,grammarian,,,,,"Müller ed.",,"fr 81",1,1.20d,1.36@1.37,,
Seleucus,grammarian,,,,,,,,11,11.495c,11.90@11.91,,
Self-Restraint,personified,,,,,,,,10,10.433a,10.41,,
Self-Restraint,personified,,,,,,,,12,12.546c,12.65@12.66,,
"Semele of Thebes","mother of Dionysus",,,,,,,,10,10.430d,10.35@10.36,,
"Semele of Thebes","mother of Dionysus",,,,,,,,2,2.39b,2.8@2.9,,note
"Semele of Thebes","mother of Dionysus",,,,,,,,4,4.183c,4.81,,
"Semele of Thebes","mother of Dionysus",,,,,,,,5,5.200b,5.30@5.31,,
Semiramis,"queen of Assyria",,,,,,,,12,12.528e,12.37@12.38,,
"Semonactides of Chios",cook,,,,,,,,14,14.661c,14.80,"range start",
"Semonactides of Chios",cook,,,,,,,,14,14.661d,14.80@14.81,"range end",
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 11",2,2.57d,2.49@2.50,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 15",3,3.106e,3.68@3.69,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 16",15,15.690c,15.41,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 22",14,14.658c,14.76,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 23",14,14.658c,14.76,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 24",14,14.659e,14.78,"range start",
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 24",14,14.659f,14.78,"range end",
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 25",10,10.424c,10.23,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 26",11,11.460b,11.1@11.2,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 27",11,11.480d,11.60@11.61,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 7.56",5,5.179d,5.7,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 8",7,7.299c,7.54,,
"Semonides of Amorgos","iambic poet",,,,,"West2 ed.",,"fr 9",7,7.299c,7.54,,
"Semus of Delos",historian,,,,,FGrH,396,"F *3",3,3.123d,3.96,,
"Semus of Delos",historian,,,,,FGrH,396,"F 10",14,14.614a,14.2,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 10",14,14.614b,14.2,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 11",14,14.618a,14.9,,
"Semus of Delos",historian,,,,,FGrH,396,"F 12",8,8.331f,8.3,,
"Semus of Delos",historian,,,,,FGrH,396,"F 14",3,3.109e,3.74,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 14",3,3.109f,3.74,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 15",11,11.469c,11.37@11.38,,
"Semus of Delos",historian,,,,,FGrH,396,"F 16",2,2.38a,2.6,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 16",2,2.38b,2.6,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 17",2,2.71c,2.84@2.85,,
"Semus of Delos",historian,,,,,FGrH,396,"F 18",11,11.502b,11.105@11.106@11.107,,
"Semus of Delos",historian,,,,,FGrH,396,"F 1",14,14.637b,14.40@14.41,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 1",14,14.637c,14.41,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 23",14,14.618d,14.10,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 23",14,14.618e,14.10,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 24",14,14.622a,14.15@14.16,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 24",14,14.622b,14.16,range,
"Semus of Delos",historian,,,,,FGrH,396,"F 24",14,14.622c,14.16,range,
"Semus of Delos",historian,,,,,FGrH,396,"F 24",14,14.622d,14.16@14.17,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 4",8,8.335a,8.12,,
"Semus of Delos",historian,,,,,FGrH,396,"F 5",14,14.645b,14.53,,
"Semus of Delos",historian,,,,,FGrH,396,"F 6a",1,1.30c,1.55,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 6a",1,1.30d,1.55,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 7",4,4.173e,4.74,,
"Semus of Delos",historian,,,,,FGrH,396,"F 8",15,15.676f,15.19,"range start",
"Semus of Delos",historian,,,,,FGrH,396,"F 8",15,15.677a,15.19,"range end",
"Semus of Delos",historian,,,,,FGrH,396,"F 9",11,11.469c,11.37@11.38,,
Sepia,"daughter of Thyrsus",,,,,,,,7,7.329c,7.138,,
"Seuthes of Thrace","host of Xenophon",,,,,,,,1,1.15e,1.27,,
"Seuthes of Thrace","host of Xenophon",,,,,,,,11,11.476c,11.51,,
"Seuthes of Thrace","host of Xenophon",,,,,,,,2,2.49b,2.32,,note
"Seuthes of Thrace","host of Xenophon",,,,,,,,4,4.150f,4.34@4.35,"range start",
"Seuthes of Thrace","host of Xenophon",,,,,,,,4,4.151a,4.35,range,
"Seuthes of Thrace","host of Xenophon",,,,,,,,4,4.151b,4.35,range,
"Seuthes of Thrace","host of Xenophon",,,,,,,,4,4.151c,4.35,range,
"Seuthes of Thrace","host of Xenophon",,,,,,,,4,4.151d,4.35,range,
"Seuthes of Thrace","host of Xenophon",,,,,,,,4,4.151e,4.35@4.36,"range end",
"Seuthes of Thrace","host of Xenophon",,,,,,,,6,6.252a,6.59@6.60,,
"Seuthes of Thrace","inventor of Pan-pipe",,,,,,,,4,4.184a,4.82@4.83,,
"Seven Against Thebes",,,,,,,,,6,6.222c,6.1,,note
"Seven Against Thebes",,,,,,,,,6,6.223d,6.2@6.3,,note
"Seven Against Thebes",,,,,,,,,6,6.232f,6.22,,note
"Seven Against Thebes",,,,,,,,,6,6.238c,6.34,,note
"Seven Wise Men",,"See also Cleoboulus of Lindos; Thales of Miletus",,,,,,,11,11.463c,11.8@11.9,,
"Seven Wise Men",,"See also Cleoboulus of Lindos; Thales of Miletus",,,,,,,11,11.781d,11.16,,
Sibyl/Sibylla,"Apollo's priestess","See also Pythia",,,,,,,14,14.637b,14.40@14.41,"range start","with note"
Sibyl/Sibylla,"Apollo's priestess","See also Pythia",,,,,,,14,14.637c,14.41,"range end","with note"
"Sicinnus of Crete (or barbarian?)","invented sikinnisdance",,,,,,,,1,1.20e,1.37,,
"Sicinnus of Crete (or barbarian?)","invented sikinnisdance",,,,,,,,14,14.630b,14.28,,
Sige,courtesan,,PAA,819560,,,,,13,13.583e,13.46,,
Sikya,"attendant of pampered Paphian boy",,,,,,,,6,6.257b,6.70,,
"Silanus of Athens",parasite,,PAA,819955,,,,,6,6.245a,6.45@6.46,,
"Silenus of Caleacte",historian,,,,,FGrH,175,"F 4",12,12.542a,12.59,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,10,10.420a,10.15,"range start",
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,10,10.420b,10.15,"range end",
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,2,2.45c,2.23,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,4,4.184a,4.82@4.83,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,5,5.188d,5.13@5.14,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,5,5.197e,5.27,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,5,5.198a,5.27,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,5,5.199a,5.28,,
Silenus/Sileni,"horse-men associated with Dionysus",,,,,,,,5,5.200e,5.31,,
Silenus,grammarian,,,,,,,,11,11.468a,11.33,,
Silenus,grammarian,,,,,,,,11,11.475d,11.50,,
Silenus,grammarian,,,,,,,,11,11.478e,11.57,,
Silenus,grammarian,,,,,,,,11,11.482f,11.65,,
Silenus,grammarian,,,,,,,,11,11.783b,11.24,,
Silenus,grammarian,,,,,,,,14,14.644f,14.52@14.53,,
Silenus,grammarian,,,,,,,,15,15.677c,15.20,,
Silenus,grammarian,,,,,,,,15,15.699e,15.57,,
"Sillax of Rhegium",painter,,,,,,,,5,5.210b,5.45,,
Simaristus,grammarian,,,,,,,,11,11.478e,11.57,,
Simaristus,grammarian,,,,,,,,11,11.481d,11.62@11.63,,
Simaristus,grammarian,,,,,,,,11,11.483a,11.65,,
Simaristus,grammarian,,,,,,,,11,11.496b,11.93,"range start",
Simaristus,grammarian,,,,,,,,11,11.496c,11.94,"range end",
Simaristus,grammarian,,,,,,,,3,3.99c,3.55,,
Simaristus,grammarian,,,,,,,,9,9.395f,9.52@9.53,,
Simaristus,grammarian,,,,,,,,9,9.399a,9.58@9.59,"range start",
Simaristus,grammarian,,,,,,,,9,9.399b,9.59,"range end",
"Simias/Simmias of Rhodes","epic, lyric, and epigrammatic poet and grammarian",,,,,"Powell ed.",,"fr 27, p 120",11,11.472e,11.44@11.45,,
"Simias/Simmias of Rhodes","epic, lyric, and epigrammatic poet and grammarian",,,,,"Powell ed.",,"fr 27, p 120",11,11.479c,11.57@11.58,,
"Simias/Simmias of Rhodes","epic, lyric, and epigrammatic poet and grammarian",,,,,"Powell ed.",,"fr 27, p 120",15,15.677c,15.20,,
"Simias/Simmias of Rhodes","epic, lyric, and epigrammatic poet and grammarian",,,,,"Powell ed.",,"fr 7, p 112",11,11.491c,11.80,,
"Simias/Simmias of Rhodes","epic, lyric, and epigrammatic poet and grammarian",,,,,,,,7,7.327f,7.133@7.134,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"Bergk ed.",,"fr 176",15,15.680d,15.26,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"Diehl ed.",,"fr 69",10,10.456c,10.84,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"Diehl ed.",,"fr 70",10,10.456e,10.84,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,1032-7,3,3.125a,3.98@3.99,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,1032-7,3,3.125b,3.99,range,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,1032-7,3,3.125c,3.99,range,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,1032-7,3,3.125d,3.99,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,732-5,13,13.573d,13.32,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,732-5,13,13.573e,13.32@13.33,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,FGE,,"835- 8",12,12.536b,12.50@12.51,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,514,7,7.318f,7.107,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,515,1,1.3e,1.5,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,543.7-9,9,9.396d,9.54,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,543.7-9,9,9.396e,9.54,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,553,9,9.396e,9.54,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,555,11,11.490e,11.79@11.80,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,555,11,11.490f,11.80,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,564,4,4.172e,4.72,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,583,9,9.374d,9.16@9.17,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,584,12,12.512c,12.5,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,584,12,12.512d,12.5,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,585,13,13.604b,13.81,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,614,3,3.99b,3.54@3.55,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,631,11,11.498e,11.99,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,634,5,5.210b,5.45,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,647,2,2.40a,2.10@2.11,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,PMG,,647,2,2.40b,2.11,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 23",10,10.447a,10.66@10.67,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 24",1,1.32b,1.58,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 24",1,1.32c,1.58@1.59,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 25",3,3.125a,3.98@3.99,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 25",3,3.125b,3.99,range,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 25",3,3.125c,3.99,range,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 25",3,3.125d,3.99,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 26",14,14.656c,14.73,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,"West2 ed.",,"fr 26",14,14.656d,14.73,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,10,10.456d,10.84,"range start",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,10,10.456e,10.84,"range end",
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,14,14.620c,14.12,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,14,14.625e,14.20@14.21,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,14,14.638e,14.43,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,3,3.121e,3.93@3.94,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,4,4.144c,4.24,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,4,4.144e,4.24@4.25,,
"Simonides of Ceos","lyric and epigrammatic poet",,,,,,,,8,8.352c,8.45@8.46,,
"Simonides of Zacynthus",rhapsode,,Stephanis,#2281,,,,,14,14.620c,14.12,,
"Simus of Magnesia","hilarodic poet",,,,,,,,14,14.620d,14.12@14.13,,
Simus,"tragic actor",,O'Connor,#438,,,,,4,4.164d,4.57@4.58,,
Simus,"tragic actor",,Stephanis,#2275,,,,,4,4.164d,4.57@4.58,,
Simycas,actor,,O'Connor,#439,,,,,8,8.348a,8.40,,
Simycas,actor,,Stephanis,#2276,,,,,8,8.348a,8.40,,
Sinis,"villain killed by Theseus",,,,,,,,13,13.557a,13.4,,
"Sinope of Thrace","courtesan and owner of Bacchis",,PAA,823250,,,,,13,13.595a,13.67,,
"Sinope of Thrace","courtesan and owner of Bacchis",,PAA,823250,,,,,8,8.338f,8.21,,
Sirens,"Homeric singers",,,,,,,,1,1.14d,1.24@1.25,,
Sirens,"Homeric singers",,,,,,,,13,13.558c,13.6,,
Sirens,"Homeric singers",,,,,,,,7,7.290d,7.36,,
Sirens,"Homeric singers",,,,,,,,7,7.297b,7.48,,
Siris,"supposed namesake of city",,,,,,,,12,12.523d,12.25,,
Sirites,"Libyan nomad credited with inventing pipe-playing",,,,,,,,14,14.618b,14.9,"range start",
Sirites,"Libyan nomad credited with inventing pipe-playing",,,,,,,,14,14.618c,14.9@14.10,"range end",
Sisumbrion,courtesan,,PAA,823290,,,,,13,13.587f,13.52@13.53,,
"Sisyphus of Pharsalus","father of Daochos",,,,,,,,6,6.252f,6.61@6.62,,
Sitalces,"king of Thrace",,,,,,,,1,1.27e,1.49,,
Sittius,"Roman hedonist",,,,,,,,12,12.543a,12.60@12.61,"range start",
Sittius,"Roman hedonist",,,,,,,,12,12.543b,12.61,"range end",
Sky,"as god",,,,,,,,7,7.282e,7.17@7.18,,
Sleep,personified,,,,,,,,13,13.564c,13.16@13.17,"range start",
Sleep,personified,,,,,,,,13,13.564d,13.17,"range end",
Smicrines,"lover of Archippe",,PAA,825490,,,,,13,13.592b,13.61@13.62,,
"Smindyrides of Sybaris","suitor of daughter of Cleisthenes of Sicyon",,,,,,,,12,12.511c,12.3,,
"Smindyrides of Sybaris","suitor of daughter of Cleisthenes of Sicyon",,,,,,,,12,12.541b,12.58,"range start",
"Smindyrides of Sybaris","suitor of daughter of Cleisthenes of Sicyon",,,,,,,,12,12.541c,12.58,"range end",
"Smindyrides of Sybaris","suitor of daughter of Cleisthenes of Sicyon",,,,,,,,6,6.273b,6.105,"range start",
"Smindyrides of Sybaris","suitor of daughter of Cleisthenes of Sicyon",,,,,,,,6,6.273c,6.105,"range end",
Socles,"drinker mentioned by Hedylus",,,,,,,,11,11.473a,11.45,,
"Socrates of Athens","sage and poet, xii",,,,,"West2 ed.",,"fr 3",14,14.628e,14.25,"range start",
"Socrates of Athens","sage and poet, xii",,,,,"West2 ed.",,"fr 3",14,14.628f,14.25,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,1,1.20f,1.37,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,1,1.21a,1.37@1.38,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.502d,11.108,,
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.504c,11.111,,
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.504f,11.112,,
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.505c,11.112,,
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.507a,11.115@11.116,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.507b,11.116,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.507c,11.116,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.507d,11.116,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,11,11.784d,11.29@11.30,,
"Socrates of Athens","sage and poet, xii",,,,,,,,12,12.544d,12.63,,
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.555d,13.2,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.556a,13.2,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.556b,13.2@13.3,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.566d,13.20,,
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.599a,13.71,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.599b,13.71,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.611a,13.92,,
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.611d,13.93,,
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.612a,13.94,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,13,13.612b,13.94@13.95,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,14,14.643f,14.51,,
"Socrates of Athens","sage and poet, xii",,,,,,,,15,15.686d,15.34,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,15,15.686e,15.34,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,15,15.686f,15.34,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,15,15.702c,15.63,,
"Socrates of Athens","sage and poet, xii",,,,,,,,4,4.157e,4.46,,
"Socrates of Athens","sage and poet, xii",,,,,,,,4,4.158f,4.48,,
"Socrates of Athens","sage and poet, xii",,,,,,,,4,4.162c,4.54,,"with note"
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.186d,5.2@5.3,,
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.187e,5.12,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.187f,5.12@5.13,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.188c,5.13,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.188d,5.13@5.14,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.192a,5.18,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.192b,5.18@5.19,"range end",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.215c,5.54@5.55,"range start",
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.215d,5.55,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.215e,5.55,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.215f,5.55,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.216a,5.55,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.216b,5.55,range,
"Socrates of Athens","sage and poet, xii",,,,,,,,5,5.216c,5.55@5.56,"range end",
